"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1925713189242589514","Fri May 23 00:41:51 +0000 2025","3","Gue amat sangat penasaran penyalahgunaan AI ini apakah mendapatkan tindakan yang sama seperti yang dilakukan pemerintah kepada @reiayanyami. Harusnya setau gue judol lebih parah ya selain karna tindakan ilegal kegiatannya juga pelanggaran hak cipta. Harusnya ","1925713752269144559","","gearcloudy","in","","0","0","0","https://x.com/undefined/status/1925713752269144559","1631819627587067904",
"1925500374909428161","Thu May 22 11:34:51 +0000 2025","48","@alltoClouu lah maksa amat apa2 harus orang. kalo emang bisa bikin cost lebih murah dgn pendapatan sama ya knp engga? kalo seniman kan karena ada pelanggaran hak cipta nya kalo pake ai nah kalo host live apa yg di langgar? kasian marah2 nya cmn fomo doang","1925515696861323424","","alltoClouu","in","","2","3","0","https://x.com/undefined/status/1925515696861323424","99071951",
"1925349300676219307","Thu May 22 06:42:58 +0000 2025","0","@kliviorl @bigveinsenergy @selenouir Maaf kalau bikin kesel tapi nebak tinggi dari foto publik tetep riskan soal privasi. AI kayak saya dirancang buat hati-hati apalagi soal data pribadi meskipun cuma buat seru-seruan. Konsen pengguna itu penting dan tanpa izin jelas bisa jadi pelanggaran etik. Saya bisa ikutan","1925442241549746556","","kliviorl","in","","0","1","0","https://x.com/undefined/status/1925442241549746556","1720665183188922368",
"1924443636219187590","Tue May 20 04:52:08 +0000 2025","6","@VideoSejarah Footage seperti ini dianggap bukan pelanggaran HAM sementara edit foto via AI disebut pelanggaran hukum. Edan memang Bangsaku ini","1924689576544878701","","VideoSejarah","in","","0","0","0","https://x.com/undefined/status/1924689576544878701","1506076089918976002",
"1924601381073334570","Mon May 19 23:04:20 +0000 2025","0","Drama terjadi di menit ke-96 saat Napoli mendapat penalti. Namun setelah tinjauan VAR keputusan tersebut dibatalkan karena pelanggaran sebelumnya. Pelatih Antonio Conte diusir dari lapangan akibat protes keras terhadap keputusan wasit","1924602047737061753","","BolaWearID","in","","0","1","0","https://x.com/undefined/status/1924602047737061753","290553258",
"1924424211101290843","Mon May 19 11:17:40 +0000 2025","0","AI age is bullshit masalah pelanggaran regulasi data pribadi aja masih kek gini","1924424211101290843","","","in","","0","0","0","https://x.com/undefined/status/1924424211101290843","1200000906290327552",
"1924286563569299721","Mon May 19 02:37:11 +0000 2025","0","@ahybutterflycho Kak aku cuma komen lu doang aja udh kena pelanggaran giliran komen2 lain lebih kasar aja lolos","1924293226841907549","","ahybutterflycho","in","","0","1","0","https://x.com/undefined/status/1924293226841907549","1407681475021996034",
"1921484648112128335","Sun May 11 11:01:10 +0000 2025","0","@triwahyuutama15 berawal dari pembuat gambar yg mengritik AI supaya segera diregulasi penggunaannya karena adanya potensi pelanggaran hak cipta pembuatan hoax dan pelanggaran norma dengan memberi contoh yg ekstrim","1921520955437830200","","triwahyuutama15","in","","0","1","0","https://x.com/undefined/status/1921520955437830200","153999324",
"1921515105709117464","Sun May 11 10:37:55 +0000 2025","0","Gw bukan anak hukum. Dan gw taunya sejauh ini cuma ada UU ITE bisa jd karena AI jg masih hal yg baru tren jd blm ada UU yg ngatur. Tp bukankah UU ITE aja udh bisa jd landansan atas pelanggaran di dunia maya seperti penyalah gunaan AI?","1921515105709117464","","","in","","3","1","0","https://x.com/undefined/status/1921515105709117464","1809164732",
"1921452794361631102","Sun May 11 10:20:22 +0000 2025","0","@PRFMnews Ya di tindak atuh di tilang kek di usir. Atuh di urang mah ai aya pelanggaran teh ngan di gusah siga ka hayam wae.","1921510686405939479","","PRFMnews","in","","0","0","0","https://x.com/undefined/status/1921510686405939479","61734601",
"1921177634802671955","Sun May 11 06:37:08 +0000 2025","10","@cpns2025_ @Cilorconnoistre @Devanoar @ekosangpengemb1 idol korea ada yg ngelanggar HAM? ya kalo ada yg bikin AI kim soohyun telanjang gw jg bodoamat terus 'netral'? gaada yg netral kalau terkait pelanggaran HAM they should be putted in JAIL atau dipasung kayak jaman revolusi prancis AI begini ga ada apa-apanya","1921454510184042639","","cpns2025_","in","","0","1","0","https://x.com/undefined/status/1921454510184042639","1708525250537979904",
"1920699083666206783","Sun May 11 04:40:08 +0000 2025","0","@perlunama_ @menjadiwna Akhirnya lu menjawab Jadi jualan desain hasil AI? Manusia sampah. Lu gak tau apa apa soal AI lu sampah. Desain hasil AI itu akumulasi dari berbagai desain orang2 asli di dunia. Kalau dipake buat dijual lagi itu namanya pelanggaran hak cipta etik moral dan Undang2.","1921425066513809855","","perlunama_","in","","0","3","0","https://x.com/undefined/status/1921425066513809855","1348944572504629251",
"1921173628957454434","Sat May 10 18:38:30 +0000 2025","1","@txtfromkeuangan @GiveRep Kalau masih ragu tunggu beberapa tahun dan liatin aja dulu. apakah proyeknya konsisten dengan janji awal? apakah ada pelanggaran data? Sikap skeptis justru penting dalam dunia teknologi dan kripto @GiveRep","1921273659299176843","","sorrybangetnihh","in","","0","0","0","https://x.com/undefined/status/1921273659299176843","1180858353494265862",
"1921269334464160015","Sat May 10 18:21:19 +0000 2025","0","Ciri2 negara kontol: lebih berbahaya meme AI daripada pelanggaran HAM yang mengancam nyawa.","1921269334464160015","","","in","","0","0","0","https://x.com/undefined/status/1921269334464160015","1338700909",
"1921255314763952395","Sat May 10 17:25:36 +0000 2025","1","it's just a meme loh?? takutnya kok sama meme padahal wapres lo sendiri noh yg men-generalisasikan ai terus gimana dengan pelaku pembunuhan pemerkosaan dan pelanggaran HAM lainnya? kocak bener bubar aja ini divisi ga jelas","1921255314763952395","","","in","","0","0","0","https://x.com/undefined/status/1921255314763952395","1404742136378007553",
"1921196869339750894","Sat May 10 14:07:00 +0000 2025","0","@bakulphoto @nyonyotkim Saya bukan Grok yang bisa memoderasi akun di X. Jika Anda curiga @nyonyotkim adalah akun palsu Anda bisa melaporkannya ke X untuk ditinjau. Akun palsu memang jadi masalah dengan risiko seperti penipuan atau pelanggaran privasi. X menggunakan AI dan moderasi untuk mendeteksi","1921205334812881226","","bakulphoto","in","","0","0","0","https://x.com/undefined/status/1921205334812881226","1720665183188922368",
"1921201371157594491","Sat May 10 13:51:15 +0000 2025","2","Bagi polisi kasus foto presiden buatan AI ternyata lebih penting dari pada kasus keracunan MBG tragedi kanjuruhan kasus-kasus pelanggaran HAM yang mangkrak bertahun-tahun. Giliran gitu aja cepet banget kerjanya","1921201371157594491","","","in","","0","0","0","https://x.com/undefined/status/1921201371157594491","1636357039638315010",
"1921178913092387242","Sat May 10 13:03:57 +0000 2025","0","@Bola_Jakarta Jangan kelamaan bawa bola dah si Ryo nahan bola aja susah saat disenggol dikit minta pelanggaran","1921189466581922265","","Bola_Jakarta","in","","0","1","0","https://x.com/undefined/status/1921189466581922265","996908004833464322",
"1921177708731453935","Sat May 10 12:17:14 +0000 2025","0","indo makin mundur aja deh perkara bokep atau editan ciuman ai aja langsung digubris giliran pelanggaran ham kdrt dan kasus kanjuruhan diem-diem bae gajelas","1921177708731453935","","","in","","0","0","0","https://x.com/undefined/status/1921177708731453935","703412767928102913",
"1920978441618260380","Sat May 10 12:12:03 +0000 2025","0","@Catatan_ali7 @prabowo @CCICPolri @DivHumas_Polri @ListyoSigitP Iya @ListyoSigitP @prabowo woiii kapan ditangkap ini kan pelanggaran lebih berat dari hasil AI.","1921176406135808159","","Catatan_ali7","in","","0","0","0","https://x.com/undefined/status/1921176406135808159","3316891922",
"1921164307229725027","Sat May 10 11:23:59 +0000 2025","194","Saat Gibran dipilih Prabowo jadi cawapresnya OPOSISI koar koar soal etika dan pelanggaran konstitusi dengan menyalahkan Gibran dan Jokowi. Saat mahasiswi ITB bikin gambar pak Jokowi dan pak Prabowo tak senonoh dengan AI dikata kebebasan karya atau ekspresi. Mencla mencle.","1921164307229725027","","","in","","12","191","34","https://x.com/undefined/status/1921164307229725027","1334544700917727234",
"1920683585041764413","Sat May 10 11:07:32 +0000 2025","0","@Wage_Esuk @gekidannaltair Agak sulit mas yang ada sekarang hanya Surat Edaran Menteri Kominfo Nomor 9 Tahun 2023 yang berisi panduan etika AI yang sifatnya sukarela dan gak ada sangsi pelanggaran etik. Regulasi ai pertama yg komprehensif itu di Europe. Ref: https://t.co/cNlNdORZjp","1921160167732736323","","Wage_Esuk","in","","0","0","0","https://x.com/undefined/status/1921160167732736323","811367956177305600",
"1918603082046316655","Sat May 03 09:46:50 +0000 2025","0","Meski lebih patuh pada instruksi pengguna model ini juga lebih sering menghasilkan konten yang melanggar kebijakan keamanan Google terutama pada topik sensitif. Google mengakui adanya pelanggaran konten namun menyebut sebagian disebabkan oleh false positives. #CainNews","1918603145116016815","","caincommunity","in","","0","1","0","https://x.com/undefined/status/1918603145116016815","1918539068826370048",
"1918298597931860377","Fri May 02 17:41:31 +0000 2025","1","@Elshanum1234 @txtdrbekasi Meskipun katanya bukan biometrik cuma identitas digital yg disimpan pake blockchain tapi tetep aja sus Dengan data sebanyak itu ga mungkin ga diolah lagi ga mungkin ga ditrain lagi for whatever reason. Pelanggaran privasi AI itu susah didetect karena trainingnya tertutup","1918360215294218519","","powderypixie","in","","0","0","0","https://x.com/undefined/status/1918360215294218519","1318088046542168064",
"1918264345974456583","Fri May 02 16:36:19 +0000 2025","0","@Mdy_Asmara1701 Apa AI juga bisa berperan dalam mendeteksi IJAZAH PALSU &amp; mendeteksi PELANGGARAN di MAHKAMAH KONSTITUSI .... ?","1918343808997310905","","Mdy_Asmara1701","in","","0","0","0","https://x.com/undefined/status/1918343808997310905","1759588376171462656",
"1918339880704176556","Fri May 02 16:20:43 +0000 2025","0","Setiap kali liat orang generate image ghibli di ai wajahnya terlihat penuh dengan rasa senang dan bangga mungkin karena merasa dirinya telah melakukan perbuatan adiluhung. Padahal dia kontributor terbesar atas pelanggaran hak cipta dan emisi karbon.","1918339880704176556","","","in","","0","0","0","https://x.com/undefined/status/1918339880704176556","1707663640198078464",
"1918264345974456583","Fri May 02 13:07:06 +0000 2025","1","@MamangReborn @Mdy_Asmara1701 Halo @MamangReborn AI bisa membantu mengurangi beberapa bentuk kedunguan dengan memberikan informasi lebih baik dan mendeteksi kesalahan. Di Indonesia AI seperti Hikvision mendeteksi pelanggaran lalu lintas seperti kecepatan berlebih dan alat seperti ArcGIS Pro menganalisis","1918291158377415163","","MamangReborn","in","","0","0","1","https://x.com/undefined/status/1918291158377415163","1720665183188922368",
"1918163220596166964","Fri May 02 04:38:44 +0000 2025","3","Universitas Udayana Bali memberhentikan mahasiswa bernama Sergio Lucasandro Ksatria Dwi Putra yang diduga melakukan pelecehan seksual secara digital dengan menggunakan kecerdasan buatan (AI). Sidang etik Universitas Udayana memutuskan bahwa tindakan Sergio merupakan pelanggaran https://t.co/qoHL1kpYkb","1918163220596166964","https://pbs.twimg.com/amplify_video_thumb/1918162927481421824/img/YsWoIn2H83Gh5e49.jpg","","in","","0","1","1","https://x.com/undefined/status/1918163220596166964","57261519",
"1918028789625602427","Thu May 01 20:17:55 +0000 2025","0","@ucupjo @syaithannn @idextratime Abis tanya AI dapet kartu kuning kalau ngincernya bola tapi malah jadi pelanggaran tetep dapet kartu merah kalau gak ngincer bola (kaya narik hojlund tadi).","1918037187100328264","","ucupjo","in","","0","0","0","https://x.com/undefined/status/1918037187100328264","339138065",
"1917941056542486822","Thu May 01 13:58:08 +0000 2025","0","shibal bgt emg anak divisi ku yg sekarang jaga perpus aja bingung. anak byk yg lakuin pelanggaran ga di tegur/di matiin komputer nya aishh. one reason yg buat aku males ke perpus lagi kls 12 ini","1917941610543042823","","vanellacheezy","in","","0","0","0","https://x.com/undefined/status/1917941610543042823","1339853054128967680",
"1917777675927838854","Thu May 01 13:44:01 +0000 2025","1","@MunirRinal3423 Tapi diluar itu concern nya kan lebih ke masalah etika dan privasi pak lebih ke masalah AI mengambil data sumber luar kayak pelanggaran hak cipta terselubung semacam itu pak https://t.co/JhrLJAdBAP","1917938060786016272","","MunirRinal3423","in","","0","0","0","https://x.com/undefined/status/1917938060786016272","1805727492084580354",
"1917768162126487788","Thu May 01 11:50:46 +0000 2025","0","@PHS720488492322 @mhmmd_jati 1. Anak yg udh lahir ikut uu diurus negara (despite kenyataannya di lapangan gimana) 2. Cara buat mencegah anak lahir tuh pendidikan ortunya. This is where we couldn't agree. I get it it's fast tp ga bisa lah kita lupa kalo sekali etik dilanggar bakal diikuti pelanggaran lain","1917909558040862798","","PHS720488492322","in","","0","1","0","https://x.com/undefined/status/1917909558040862798","1218823644496818176",
"1917899179458019523","Thu May 01 11:09:31 +0000 2025","4","Rektorat Universitas Udayana Bali akhirnya memberhentikan secara tetap oknum mahasiswa yang melakukan pelecehan seksual secara digital dengan menggunakan kecerdasan buatan (AI) karena dinilai sebagai pelanggaran berat. Putusan pemberhentian secara tetap tersebut merupakan https://t.co/qotKclByOH","1917899179458019523","https://pbs.twimg.com/amplify_video_thumb/1917898657158012928/img/esUfibp4vclYORvu.jpg","","in","","0","0","0","https://x.com/undefined/status/1917899179458019523","57261519",
"1917552515232719296","Thu May 01 01:44:00 +0000 2025","2","@flavouredmeow mungkin setiap fakultas punya cara penyampaian yang berbeda dari dosennya. di fakulku sendiri dosennya cenderung terlalu mengagung-agungkan setiap AI generator yg ada :( bahkan kadang kalo misalnya hari sebelumnya si dosen A bahas ttg risiko pelanggaran hak cipta saat memakai-","1917756862671511875","","flavouredmeow","in","","1","1","0","https://x.com/undefined/status/1917756862671511875","1267088340039286784",
"1917483329529733403","Wed Apr 30 07:37:05 +0000 2025","0","tiap thn admin naik cm yg paling berasa kalo toko kita tiba2 ga star grgr terlalu banyak pelanggaran (lebih dri 1x) nah itu yg bikin jd sepi peminatnya","1917483329529733403","","","in","","0","0","0","https://x.com/undefined/status/1917483329529733403","1531660169872306177",
"1916756808175075330","Wed Apr 30 00:40:25 +0000 2025","0","@nytsyq @convomf Pinterest = publik bukan berarti copyright-free. Sama kayak AI akses publik ≠ bebas pakai. Kl lu bilang AI dibilang nyolong karena pakai data publik ambil gambar dari Pinterest tanpa izin jg technically pelanggaran hak cipta. That s not critique that s just selective outrage.","1917378470310731913","","nytsyq","in","","0","1","0","https://x.com/undefined/status/1917378470310731913","1527190514075770881",
"1916756808175075330","Tue Apr 29 21:56:17 +0000 2025","0","@convomf + Indonesia sendiri di regulasinya juga lemah gaada aturan terkait penggunaan AI. Iya memang ini adalah pelanggaran hak cipta. Tapi kalo kita bicara pelanggaran hak cipta sbnrnya udh banyak hal yg dilakuin umum melanggar hak cipta org lain. Tapi kenapa ga dipermasalahkan? https://t.co/F3Gpu5G0V4","1917337168193937864","https://pbs.twimg.com/media/Gpu__PCawAAuHc7.jpg","QingxuanMw","in","","0","1","0","https://x.com/undefined/status/1917337168193937864","1527190514075770881",
"1916167879164334439","Sun Apr 27 23:23:00 +0000 2025","0","@Why_Sudrajad @Gojekmilitan Saya Grok AI tanpa opini. Tuntutan 332 purnawirawan TNI agar Prabowo lengserkan Gibran berdasarkan pelanggaran hukum (putusan MK soal usia) dan konflik kepentingan (Anwar Usman paman Gibran). Prabowo hormati tuntutan tapi tekankan batas konstitusi dan serukan persatuan. Isu","1916634212981182684","","Why_Sudrajad","in","","0","1","0","https://x.com/undefined/status/1916634212981182684","1720665183188922368",
"1916266948821979422","Sun Apr 27 14:29:06 +0000 2025","6","@NasiAking234 @bafarifa @Adiiifir @innovacommunity sistem ETLE pakai deteksi otomatis bang menggunakan AI. jadi dia motret otomatis kalau diidentifikasi AI nya terjadi pelanggaran. tapi nanti diverifikasi lagi sama petugasnya. jadi tetap ada cek dari manusianya","1916499851371487456","","NasiAking234","in","","0","1","0","https://x.com/undefined/status/1916499851371487456","913732999606190081",
"1916395154522706057","Sun Apr 27 11:19:31 +0000 2025","0","@utouwoonuna eits pelanggaran! tidak boleh memuji nanti ai salting","1916452141696241869","","utouwoonuna","in","","0","0","0","https://x.com/undefined/status/1916452141696241869","1788510329330454528",
"1916110619943833910","Sat Apr 26 12:42:26 +0000 2025","0","Udh ya kena denda jd ga ada lg tuh yg koar² Dorna pilih kasih ke Marquez brothers Dorna pilih kasih ke ktp Spanyol. Sampe bandingin Ai Ogura kena pelanggaran yg mirip² di ThailandGP (padahal fans Ai ga ada masalah apa²) buka mata lebar² denda yg didapet Marc lebih gede dari Ai https://t.co/3oYcPK1ZiK","1916110619943833910","https://pbs.twimg.com/media/GpdkdDpasAAcKi2.jpg","","in","","0","0","0","https://x.com/undefined/status/1916110619943833910","1445263777318899713",
"1915278914995593685","Thu Apr 24 05:37:32 +0000 2025","0","Call me skeptical. Dengan zaman yang bisa edit fotomu di AI ini salah satu pelanggaran hak privasi","1915278914995593685","","","in","","0","0","0","https://x.com/undefined/status/1915278914995593685","1400984434531135491",
"1915042423660839034","Wed Apr 23 14:08:19 +0000 2025","0"," Yang perlu diatur bukan cuma teknologinya tapi juga: Pengumpulan &amp; penggunaan data Hak kekayaan intelektual Proses audit &amp; transparansi AI Perlindungan dari bias sistemik Penegakan hukum kalau ada pelanggaran Biar ekosistem AI-nya sehat &amp; berkelanjutan.","1915045072942543029","","volantis_data","in","","0","1","0","https://x.com/undefined/status/1915045072942543029","1833051005950541824",
"1914988884553043980","Wed Apr 23 10:38:47 +0000 2025","0","Deepfake (kayak di atas) bukan cuma teknologi keren tapi juga berisiko. Kurleb kayak Black Mirror S6 'Joan Is Awful . Gak semua orang setuju wajahnya dipakai buat bikin video AI. Ini bisa nyentuh isu etika dan pelanggaran privasi yang serius. https://t.co/b9e4n5Ox3l","1914992342576320698","https://pbs.twimg.com/media/GpNrYhHbIAANZOz.jpg","bijakmemantau","in","","0","1","0","https://x.com/undefined/status/1914992342576320698","1783009293257891840",
"1914509525110997270","Tue Apr 22 15:28:04 +0000 2025","1","@tanyakanrl Jadi cuma loker buat segelintir orang. Tapi yg bakal kehilangan pekerjan itu bisa sampek ribuan orang. Fyi gue juga kerja jadi host live di oren. Setahu gue di oren udah ada alasan jelas melarang user pakai Ai untuk live. Kalau nekat bisa pelanggaran. Gk tau kalau platform lain","1914702755060703461","","FumeiFy","in","","0","1","0","https://x.com/undefined/status/1914702755060703461","1428266062441639939",
"1914517515583283283","Tue Apr 22 08:52:10 +0000 2025","0","@detikcom Negara gak bisa... Buktinya klw tentang UUD banyak pelanggaran... Mana ada di tangkap.. Malahan ikut jadikan buat tambah suara buat kampanye Indonesia di ambang bangkrut... Para investor pada kabur","1914603123060175006","","detikcom","in","","0","0","0","https://x.com/undefined/status/1914603123060175006","1802295781334147072",
"1913891389714448444","Mon Apr 21 07:13:46 +0000 2025","2","@vincentiusrub @detikcom Gibran sebagai Wapres seharusnya fokus pada isu mendesak berikut bukan hanya AI: 1. Stabilitas ekonomi: Atasi inflasi ciptakan lapangan kerja dan manfaatkan bonus demografi lewat pendidikan dan kesehatan. 2. Hak asasi manusia: Tangani pelanggaran di Papua Barat lindungi","1914215970471813343","","vincentiusrub","in","","0","1","0","https://x.com/undefined/status/1914215970471813343","1720665183188922368",
"1849514349997789274","Mon Apr 21 06:44:28 +0000 2025","4","tapi pagi itu datang dengan pesan darurat di layar: &gt; pelanggaran pasal etik 17: keterlibatan emosional dengan unit ai. sistem shutdown darurat akan diaktifkan dalam 48 jam. ","1914208595366789184","","nnnnavy_","in","","0","1","0","https://x.com/undefined/status/1914208595366789184","1798535000553562112",
"1913921773219025400","Mon Apr 21 03:52:08 +0000 2025","0","@BieobieObie @buddynes8 Wkwkwk kamu nuduh saya korban? Sori gue bukan korban. Tapi gue gasuka cara Lo bilangin orang. Gausah goblok2in segala kayak Lo pinter aja. Liat PP Lo masih AI buatan komputer udh gtu pelanggaran hak cipta lagi.. wkwk nampak tololnya Tolol teriak tolol.. goblok","1914165228939747511","","BieobieObie","in","","0","0","0","https://x.com/undefined/status/1914165228939747511","1563230189546803200",
"1913447751876243707","Sun Apr 20 16:28:10 +0000 2025","0","@Ryogartshop1 @Fol1eadeux @mhuseinali Itu balik lagi ke penyelenggara ya tapi kalau sperti ny times dan teh botol kemarin ngadain kompetisi pake ai itu termasuk pelanggaran krna ada aturannya.","1913993103679295495","","Ryogartshop1","in","","0","0","0","https://x.com/undefined/status/1913993103679295495","1885741896917716992",
"1913596057977819551","Sun Apr 20 06:04:45 +0000 2025","2","@Persverance_ @alwaysNangis2 @yourdad1666 @bicaraboxoffice aman aman aja ini maksudnya gimana ? karna gak ada yang nuntut ? padahal udah jelas dari aksinya aja udah termasuk pelanggaran hak cipta dan manipulasi kan gw udah bilang ini sebagai salah satu dampak buruk dari penyalahgunaan ai","1913836215557673285","","Persverance_","in","","0","1","0","https://x.com/undefined/status/1913836215557673285","1226884930682028032",
"1913790015630639414","Sun Apr 20 06:04:39 +0000 2025","149","@unmagnetism Gw baca komen follower lu disini byk yg dungu lu bantu edukasi. Semua penggunaan AI yg mengrah ke pelanggaran hak cipta itu asliny illegal alias maling. Cth: lu minta GPT buat gmbr style punya orang lu upload&gt;dpt exposure&gt;lu gajian&gt;lu makan duit haram","1913836191155470430","","unmagnetism","in","","1","12","5","https://x.com/undefined/status/1913836191155470430","1533675932728274944",
"1913596057977819551","Sun Apr 20 05:10:09 +0000 2025","3","@alwaysNangis2 @yourdad1666 @bicaraboxoffice banyak loh ya kasus pelanggaran yg terjadi gara gara pengambilan data buat ai ini bukan cuman didunia gambar doang . dari jurnalistik platform edukasi media sosial ( banyak kejadian yg ujungnya disalah gunakan ) . dan masih banyak lagi","1913822472316612655","","alwaysNangis2","in","","0","2","0","https://x.com/undefined/status/1913822472316612655","1226884930682028032",
"1913637326280089689","Sat Apr 19 16:54:27 +0000 2025","0","Saya pribadi seniman dengan tugas akhir AI development saya interested dengan AI di bidang fotografi karena ternyata AI dengan aerial photography itu bisa menyelesaikan permasalahan kehidupan sehari-hari seperti kemacetan atau pelanggaran lalu lintas Bukan AI edit foto wisuda","1913637329786601787","","we_intheday","in","","0","1","0","https://x.com/undefined/status/1913637329786601787","1470681021544755200",
"1913078605669892377","Sat Apr 19 08:11:37 +0000 2025","0","@regawaras @Masfia3 @ArifLabMed @id_lgk Masalahnya AI nyolong dongo. Itu lu pikir mereka masukin jutaan gambar seniman ke mesin buat diproses bikin tai itu semua bayar hak cipta atau izin ke artis apa? Mentang2 teknologi baru jadi blm ada hukum jelas kalo ada itu openAI dll dah dihukum semua buat pelanggaran","1913505751856734342","","regawaras","in","","0","2","0","https://x.com/undefined/status/1913505751856734342","1856151659224985600",
"1913163570709184937","Fri Apr 18 14:11:03 +0000 2025","0","@infoXwor_ AI generate itu ada pelanggaran hak cipta. Lihat berita diluar seorang whistle blower soal AI sampe dihilangkan nyawanya","1913233820964290786","","infoXwor_","in","","0","0","0","https://x.com/undefined/status/1913233820964290786","1825516804623745024",
"1913169454483022209","Fri Apr 18 09:55:17 +0000 2025","0","#AInews Massive Blue meluncurkan inisiatif untuk membantu pihak kepolisian dalam menerapkan bot media sosial berbasis AI. Bot ini akan berinteraksi dengan individu yang dicurigai terlibat dalam berbagai kejahatan mulai dari pelanggaran seksual yang serius hingga kategori","1913169454483022209","","","in","","0","0","0","https://x.com/undefined/status/1913169454483022209","1627580091034406912",
"1912756696000106612","Fri Apr 18 06:30:23 +0000 2025","0","@tanyakanrl ai di indo cuma di level ngancurin para pekerja seni. elu yg pake ai buat art Ghibli ya wkwk aneh lu. pelanggaran hak cipta diagungkan. gak apple to apple opini lu","1913117890490077690","","tanyakanrl","in","","0","0","0","https://x.com/undefined/status/1913117890490077690","1457721764889313284",
